Hz,S11_A,S11_p,S21_A,S21_p,S12_A,S12_p,S22_A,S22_p
10000000,-0.0345352,-0.9154804,-53.1025887,-20.6014709,-69.5105591,-167.4848022,-0.0596026,-0.3781316
20000000,-0.0827571,-0.6786609,-60.8458595,95.2253189,-86.7843018,-151.6898041,-0.0656006,-0.9351116
30000000,-0.0659419,-1.1490680,-63.9358597,-5.0106750,-89.0285263,-131.7196045,-0.0661962,-1.3018650
40000000,-0.0689118,-1.6171260,-77.0305176,104.8421021,-88.9541931,92.5863419,-0.0577089,-1.6144680
50000000,-0.1460422,-2.1387761,-69.6452866,114.6399002,-67.3050919,-46.4685211,-0.0349828,-2.1470649
100000000,-0.1134942,-4.0029988,-57.9546394,-168.0827026,-87.7116165,161.1871033,-0.0323532,-4.4498839
150000000,-0.1321489,-5.5393748,-51.8716583,171.9698029,-80.0141373,66.7181931,-0.0295480,-6.6079130
200000000,-0.1457843,-6.9795680,-48.1496811,-167.3934937,-82.3520432,79.4480286,-0.0278932,-8.5799646
250000000,-0.1577256,-8.4096136,-43.0580902,-167.2324982,-82.4889526,77.4528503,-0.0307626,-10.7358599
300000000,-0.1657717,-9.8406610,-39.3132401,-166.7707977,-77.5702972,74.0321503,-0.0310440,-12.8217001
350000000,-0.1713989,-11.4586296,-36.4196701,-161.1589050,-76.7742996,74.7801666,-0.0413005,-15.0986500
400000000,-0.1690249,-13.0821896,-33.6053009,-163.1580963,-75.9049530,71.4831696,-0.0497611,-17.3773098
450000000,-0.1769902,-14.8315296,-30.9404297,-162.8535004,-75.5251236,81.6504669,-0.0672708,-19.8039894
500000000,-0.1777642,-16.5132008,-28.4389305,-163.5092926,-74.7323837,76.8711777,-0.0838053,-22.1407299
550000000,-0.1856911,-18.2217903,-26.1662407,-164.6506042,-74.1342316,73.2832489,-0.1045260,-24.5114002
600000000,-0.1859189,-19.8782597,-24.0779095,-165.9111023,-73.7499008,74.9336472,-0.1327307,-26.8521500
650000000,-0.1887947,-21.5099506,-22.0360107,-167.5970001,-72.9107819,69.4106674,-0.1583612,-29.2255993
700000000,-0.1890281,-23.0916901,-20.0783901,-169.2640991,-72.8646164,66.3619232,-0.2005471,-31.6554794
750000000,-0.1919771,-24.7083092,-17.9886303,-172.4707031,-73.9784164,77.9426498,-0.2616212,-34.1398697
800000000,-0.2020924,-26.2923603,-16.6766300,179.0525055,-75.0099792,88.2233963,-0.3385776,-36.3954887
850000000,-0.2098380,-27.9222393,-15.7494297,176.3227997,-68.9842072,69.7047119,-0.3683838,-38.7659607
900000000,-0.2159541,-29.6945305,-14.8255100,177.7928009,-68.6485138,59.7901917,-0.3810691,-41.4062614
950000000,-0.2179858,-31.4714203,-13.0621099,177.2962036,-69.7646103,57.8359413,-0.4463360,-44.2010689
1000000000,-0.2344209,-33.3037109,-11.4786901,174.4792938,-71.5234070,55.6925697,-0.5257662,-46.9318390
1050000000,-0.2384479,-35.0497208,-10.0983200,171.0348969,-71.7572327,57.2261810,-0.6183967,-49.5715294
1100000000,-0.2493683,-36.7863007,-8.7100296,167.9109039,-72.5667801,56.3765602,-0.7254420,-52.2724915
1150000000,-0.2596735,-38.4909210,-7.3992052,163.6567993,-72.3709335,66.2846298,-0.8482181,-54.9429207
1200000000,-0.2705121,-40.0876999,-6.1948729,159.5581055,-72.7487564,72.6710968,-0.9857250,-57.6285515
1250000000,-0.2919442,-41.8251610,-4.9945488,155.2382965,-71.5420532,81.9506302,-1.1480520,-60.4752197
1300000000,-0.3003815,-43.5240211,-3.8322260,150.5803070,-71.3850632,89.3944168,-1.3195961,-63.2848282
1350000000,-0.3148552,-45.3670692,-2.7381201,145.3132019,-70.3720932,96.7177963,-1.5141720,-66.1308594
1400000000,-0.3410741,-47.2146301,-1.7112570,140.1204071,-68.5015182,99.4385529,-1.7253700,-68.8631973
1450000000,-0.3584353,-49.1452293,-0.7187257,134.6320953,-67.0605621,101.3377991,-1.9472350,-71.5155869
1500000000,-0.3696733,-51.0008011,0.2233636,128.6997070,-65.6437531,100.3330994,-2.1806741,-74.0513229
1550000000,-0.3940934,-52.8726387,1.0847620,122.7555008,-63.8961983,97.0605164,-2.4389911,-76.5419083
1600000000,-0.4235315,-54.7857285,1.9244230,116.5613022,-62.3409195,94.2304916,-2.7151141,-78.8755722
1650000000,-0.4392584,-56.5635414,2.7214589,110.0160980,-60.9435997,88.7995834,-2.9913239,-81.2319565
1700000000,-0.4701423,-58.3299484,3.4385250,103.1798019,-59.3720703,82.0857697,-3.2741771,-83.5289688
1750000000,-0.5049310,-60.0909195,4.1094632,96.1440506,-58.1587601,75.8264084,-3.5452480,-85.9059906
1800000000,-0.5367894,-61.9662399,4.7388420,88.7531967,-56.7950897,68.3300018,-3.8285699,-88.3596878
1850000000,-0.5775542,-63.8054314,5.2912912,81.0194473,-55.5615997,58.5480995,-4.1199899,-91.0258408
1900000000,-0.6250165,-65.7130890,5.7753801,73.0056763,-54.2741699,50.7571983,-4.4537048,-94.0806427
1950000000,-0.6629500,-67.7320404,6.1969180,64.5537872,-52.7377205,38.9596291,-4.8352442,-97.6382065
2000000000,-0.7125783,-69.6301575,6.5307002,55.5989113,-51.5529289,27.9602909,-5.3584552,-101.9449005
2050000000,-0.7587631,-71.5603638,6.7620702,45.9806900,-49.9978600,14.9079905,-6.1197901,-106.7443008
2100000000,-0.8272771,-73.3953171,6.7807660,35.8702812,-49.4848709,1.1975210,-7.2250390,-111.5522003
2150000000,-0.8850924,-75.0228806,6.6791921,25.2117500,-47.6566086,-9.2608757,-9.0151052,-116.4953003
2200000000,-0.9709990,-76.7177582,6.3141150,14.0746403,-47.1292610,-27.6678791,-12.0188799,-118.9360962
2250000000,-1.0344160,-78.2007828,5.4918652,3.1841731,-46.0465317,-45.4533997,-16.4191895,-105.2496033
2300000000,-1.1156690,-79.8084869,4.4901600,-6.9931159,-45.7104912,-62.3524284,-18.5877399,-50.5529099
2350000000,-1.1809940,-81.2605896,2.9608650,-15.8485603,-45.7972603,-79.8291931,-12.6620703,-27.5353909
2400000000,-1.2333519,-82.9466095,1.2628580,-21.2141800,-45.5295982,-92.9923019,-9.1363859,-27.2099705
2450000000,-1.2743700,-84.4922714,-0.5467982,-23.6038494,-45.8170090,-106.7002029,-6.7439828,-33.1044998
2500000000,-1.3068320,-86.2350693,-2.2795510,-22.4568405,-46.2315903,-117.8967972,-5.1603599,-40.5024910
2550000000,-1.3466470,-87.9516068,-3.6478870,-18.3691692,-46.4577293,-129.9049988,-4.1236930,-47.4175682
2600000000,-1.3776391,-89.6814194,-4.6044450,-13.2761402,-46.8771782,-138.0794983,-3.3530710,-53.9638901
2650000000,-1.4168400,-91.2717590,-5.1624680,-8.3370647,-47.4160194,-145.4328003,-2.8265049,-59.8747902
2700000000,-1.4589911,-92.9686127,-5.4618740,-4.6275759,-47.6161690,-152.3806000,-2.4253049,-65.0879898
2750000000,-1.5041220,-94.7645035,-5.7120271,-2.2120440,-47.8443298,-157.8791046,-2.1405690,-70.1139526
2800000000,-1.5670871,-96.4818878,-5.9668288,-0.3668358,-48.2411118,-165.4235992,-1.9212511,-74.7358170
2850000000,-1.6274329,-98.3317184,-6.2626281,0.7182106,-48.4580917,-170.6387939,-1.7587280,-79.5070496
2900000000,-1.6923580,-100.0802002,-6.6766262,1.4793230,-48.5218201,-174.5388947,-1.6439410,-83.9166336
2950000000,-1.7455230,-101.9871979,-7.2163668,2.5370920,-48.8907013,-179.5704956,-1.5526470,-88.1848221
3000000000,-1.8156580,-103.6955032,-7.8502102,4.1103358,-49.1379089,-179.9382935,-1.4945420,-92.2238464
3050000000,-1.8803010,-105.3821030,-8.6037788,6.4499369,-49.2168083,175.0009003,-1.4430290,-96.0304413
3100000000,-1.9623370,-107.1535034,-9.4546852,9.9656382,-49.3240318,171.1549988,-1.4315510,-99.7846832
3150000000,-2.0561960,-108.9387970,-10.3507700,14.9377003,-49.6123199,168.8636932,-1.4354960,-103.3408966
3200000000,-2.1435339,-110.9616013,-11.2764597,21.8507900,-49.7132607,167.4868927,-1.4730750,-107.0419006
3250000000,-2.2408240,-112.9310989,-12.1581202,31.4778309,-50.0520210,165.8878937,-1.5178750,-110.6895981
3300000000,-2.3452880,-115.2304001,-12.8836803,44.0804787,-50.2183990,166.5135956,-1.5653950,-114.5242996
3350000000,-2.4547541,-117.4554977,-13.1488104,59.7625198,-50.2009697,168.7935944,-1.6274951,-118.0996017
3400000000,-2.5576479,-119.7945023,-12.7966604,77.2986832,-49.8270912,171.0693054,-1.6896540,-121.6356964
3450000000,-2.6796689,-121.9352036,-11.5756302,95.0558472,-50.1762390,161.7682953,-1.7647960,-124.8408966
3500000000,-2.8141060,-124.1374969,-9.5953770,111.2893982,-50.5848808,167.9647064,-1.8514750,-127.7390976
3550000000,-2.9904799,-126.4163971,-6.9515438,123.3396988,-50.3208008,164.6867065,-1.9627130,-130.6128998
3600000000,-3.2206011,-128.9351959,-3.9808230,131.0070953,-50.5945702,167.2189941,-2.0788870,-133.5101929
3650000000,-3.5216291,-131.7745972,-0.8326568,133.9331970,-50.0668793,169.5543060,-2.2250590,-136.5709076
3700000000,-3.9390581,-134.7158966,2.2847700,132.0502930,-49.7874413,172.4963989,-2.3575621,-139.5791931
3750000000,-4.4812050,-137.1172028,5.1256351,125.4598999,-48.8345108,173.7088013,-2.4873400,-142.6235962
3800000000,-5.0837440,-138.3618011,7.5003710,115.2656021,-48.1314812,175.2203979,-2.5862820,-145.5193939
3850000000,-5.6158171,-137.8811035,9.2442083,102.9645996,-47.1156311,174.9501038,-2.6743710,-148.6036987
3900000000,-5.8716540,-136.0594025,10.3667498,90.3190994,-46.5096588,169.2718048,-2.7728369,-151.5518951
3950000000,-5.9152522,-134.8041992,10.9565897,78.9457626,-46.1652184,166.5836029,-2.8926320,-154.6212006
4000000000,-5.8885350,-134.5890045,11.2937803,69.6028366,-45.7835617,164.0899048,-3.0708179,-157.6927948
4025000000,-5.8701930,-134.7581024,11.4082298,65.3509521,-45.9899712,161.5330963,-3.1657820,-159.3751068
4050000000,-5.8740339,-135.2259064,11.5555096,61.7190018,-45.8617897,161.3330994,-3.2375250,-160.8446960
4075000000,-5.8895102,-135.7929993,11.5934896,58.4026718,-45.7008095,159.6905975,-3.3599260,-162.5205994
4100000000,-5.9208989,-136.5305023,11.6961298,54.9886513,-45.4677391,159.2366943,-3.4409170,-164.1544952
4125000000,-5.9610229,-137.3424072,11.7743597,52.1236191,-45.4110184,157.1257019,-3.5538030,-165.9783020
