Hz,S11_A,S11_p,S21_A,S21_p,S12_A,S12_p,S22_A,S22_p
10.0000,-3.841695E+001,1.082638E+001,-1.507162E-001,-2.768749E-001,-1.555981E-001,-2.273861E-001,-3.829523E+001,6.904135E+000
20.0000,-3.757119E+001,1.069068E+001,-1.608635E-001,-5.278530E-001,-1.606463E-001,-5.247437E-001,-3.794149E+001,1.068196E+001
30.0000,-3.730387E+001,1.701364E+001,-1.589310E-001,-7.794934E-001,-1.601712E-001,-7.607251E-001,-3.768402E+001,1.352248E+001
40.0000,-3.691599E+001,2.149635E+001,-1.616063E-001,-1.002852E+000,-1.616676E-001,-9.868135E-001,-3.719222E+001,1.564376E+001
50.0000,-3.692981E+001,2.473739E+001,-1.577746E-001,-1.197586E+000,-1.656056E-001,-1.209581E+000,-3.677878E+001,1.824362E+001
100.0000,-3.508258E+001,2.726501E+001,-1.791898E-001,-2.282742E+000,-1.807320E-001,-2.274290E+000,-3.534212E+001,2.158819E+001
150.0000,-3.373612E+001,3.044512E+001,-1.929489E-001,-3.322149E+000,-1.948036E-001,-3.329461E+000,-3.418221E+001,2.377412E+001
200.0000,-3.275089E+001,3.169323E+001,-2.077105E-001,-4.329403E+000,-2.091922E-001,-4.335278E+000,-3.338413E+001,2.418998E+001
250.0000,-3.197295E+001,3.199468E+001,-2.197339E-001,-5.333037E+000,-2.211221E-001,-5.328294E+000,-3.275613E+001,2.334176E+001
300.0000,-3.144358E+001,3.270073E+001,-2.300281E-001,-6.306388E+000,-2.316882E-001,-6.306785E+000,-3.228647E+001,2.297699E+001
350.0000,-3.092832E+001,3.276894E+001,-2.404621E-001,-7.279623E+000,-2.418503E-001,-7.279819E+000,-3.195025E+001,2.144647E+001
400.0000,-3.057672E+001,3.290086E+001,-2.508088E-001,-8.251836E+000,-2.518805E-001,-8.248475E+000,-3.161013E+001,2.019192E+001
450.0000,-3.018976E+001,3.286396E+001,-2.619277E-001,-9.207689E+000,-2.619447E-001,-9.203696E+000,-3.135406E+001,1.867402E+001
500.0000,-2.996059E+001,3.296848E+001,-2.702494E-001,-1.015377E+001,-2.714749E-001,-1.015472E+001,-3.118475E+001,1.706777E+001
550.0000,-2.967486E+001,3.368834E+001,-2.779877E-001,-1.109666E+001,-2.792413E-001,-1.110198E+001,-3.100073E+001,1.589709E+001
600.0000,-2.943873E+001,3.366059E+001,-2.860964E-001,-1.204418E+001,-2.875131E-001,-1.204218E+001,-3.088750E+001,1.466625E+001
650.0000,-2.927277E+001,3.388263E+001,-2.927500E-001,-1.298308E+001,-2.944452E-001,-1.298281E+001,-3.078911E+001,1.340033E+001
700.0000,-2.903964E+001,3.385540E+001,-2.999539E-001,-1.392634E+001,-3.009914E-001,-1.392377E+001,-3.076934E+001,1.262392E+001
750.0000,-2.889143E+001,3.424483E+001,-3.082861E-001,-1.486841E+001,-3.090746E-001,-1.486927E+001,-3.070750E+001,1.125641E+001
800.0000,-2.876281E+001,3.408653E+001,-3.138247E-001,-1.579971E+001,-3.149541E-001,-1.579976E+001,-3.076100E+001,1.056863E+001
850.0000,-2.862960E+001,3.365047E+001,-3.205573E-001,-1.673021E+001,-3.216714E-001,-1.673164E+001,-3.085266E+001,9.689404E+000
900.0000,-2.854131E+001,3.420248E+001,-3.274212E-001,-1.767131E+001,-3.292235E-001,-1.767327E+001,-3.089561E+001,9.054109E+000
950.0000,-2.842802E+001,3.406070E+001,-3.328527E-001,-1.860093E+001,-3.337701E-001,-1.860094E+001,-3.111122E+001,8.618264E+000
1000.0000,-2.838231E+001,3.493671E+001,-3.400964E-001,-1.953886E+001,-3.405895E-001,-1.953862E+001,-3.121805E+001,7.588080E+000
1050.0000,-2.827260E+001,3.552394E+001,-3.468327E-001,-2.046437E+001,-3.474307E-001,-2.046209E+001,-3.146461E+001,7.154037E+000
1100.0000,-2.820283E+001,3.588512E+001,-3.525496E-001,-2.138737E+001,-3.543694E-001,-2.138622E+001,-3.171677E+001,6.774632E+000
1150.0000,-2.819671E+001,3.653699E+001,-3.591133E-001,-2.231252E+001,-3.602549E-001,-2.231203E+001,-3.196308E+001,6.810259E+000
1200.0000,-2.812129E+001,3.718936E+001,-3.652346E-001,-2.323693E+001,-3.662724E-001,-2.323701E+001,-3.235387E+001,7.089458E+000
1250.0000,-2.812818E+001,3.826636E+001,-3.708472E-001,-2.415951E+001,-3.716175E-001,-2.415970E+001,-3.264710E+001,7.073641E+000
1300.0000,-2.804370E+001,3.895693E+001,-3.769052E-001,-2.508305E+001,-3.781447E-001,-2.507893E+001,-3.310523E+001,8.032643E+000
