Hz,S11_A,S11_p,S21_A,S21_p,S12_A,S12_p,S22_A,S22_p
10000000,-34.577751,50.862431,-0.13641275,-1.7342076,-0.13900946,-1.7622701,-35.831234,44.405849
11000000,-34.549068,44.771172,-0.13684456,-1.7992562,-0.13927968,-1.8261381,-35.765369,40.17617
12000000,-34.534969,37.637753,-0.1373208,-1.8816738,-0.1395369,-1.907962,-35.72699,35.278858
13000000,-34.560188,29.773174,-0.13755237,-1.9841181,-0.13984413,-2.009376,-35.721565,29.747004
14000000,-34.629044,21.178637,-0.1379319,-2.1072679,-0.14011058,-2.1312335,-35.768929,23.775822
15000000,-34.774372,13.949083,-0.13828687,-2.2363987,-0.14003812,-2.2592766,-35.933113,18.819954
16000000,-34.983009,8.0252962,-0.13838212,-2.3742576,-0.14052412,-2.393806,-36.157417,14.520247
17000000,-35.256451,2.77162,-0.13871257,-2.5108895,-0.14112715,-2.5300338,-36.449188,11.124964
18000000,-36.227264,0.95824826,-0.13900758,-2.8317783,-0.14164943,-2.8500044,-37.181053,8.3034449
19000000,-36.779942,3.4217653,-0.14031363,-3.3369589,-0.14309075,-3.3513582,-37.658615,8.6956329
20000000,-37.101879,5.6800799,-0.14201261,-4.0179453,-0.14491564,-4.0288634,-37.700577,9.176692
30000000,-37.484291,6.575088,-0.14542717,-4.8728685,-0.14831899,-4.8824191,-37.493553,8.6503983
40000000,-37.900021,8.0029764,-0.14980355,-5.902957,-0.1526891,-5.9107728,-37.350437,7.7737408
50000000,-38.101868,10.245966,-0.15451604,-7.1095653,-0.15728483,-7.1169577,-37.203911,7.767642
60000000,-38.10717,12.51685,-0.15967104,-8.4931459,-0.16269502,-8.4999933,-36.87566,7.8884673
70000000,-37.454853,11.384128,-0.16555972,-9.8676615,-0.16872536,-9.8731384,-35.955292,7.213532
80000000,-37.364693,6.8713412,-0.17109436,-11.235896,-0.17429599,-11.242943,-35.218925,3.2673407
90000000,-37.3843,3.4151754,-0.17744263,-12.603769,-0.18042798,-12.612353,-34.904114,-0.50336617
100000000,-37.230297,1.8697584,-0.18267144,-13.973429,-0.18590112,-13.980577,-34.707947,-2.9189057
110000000,-37.041924,-0.76246589,-0.18773429,-15.344899,-0.19120502,-15.350552,-34.296158,-4.9155464
120000000,-37.133324,-4.7750063,-0.19330485,-16.714478,-0.19682916,-16.717781,-33.772881,-7.9908032
130000000,-37.395985,-7.5588245,-0.1987689,-18.080896,-0.20230804,-18.081129,-33.34383,-11.67105
140000000,-37.560486,-9.4106016,-0.20427059,-19.449163,-0.20775956,-19.448202,-33.024963,-14.784508
150000000,-37.576836,-12.477959,-0.20982549,-20.816938,-0.21367218,-20.814106,-32.710224,-17.371767
