Hz,S11_A,S11_p,S21_A,S21_p,S12_A,S12_p,S22_A,S22_p
10.0000,-3.515658E+001,2.390707E+001,-2.087407E-001,-4.528152E-001,-2.055318E-001,-3.790504E-001,-3.466446E+001,2.325117E+001
20.0000,-3.365261E+001,1.533138E+000,-2.149571E-001,-5.435138E-001,-2.101631E-001,-5.385503E-001,-3.366364E+001,1.143800E+000
30.0000,-3.487706E+001,3.826927E+000,-2.107603E-001,-7.391487E-001,-2.066416E-001,-7.262879E-001,-3.489948E+001,-1.872943E+000
40.0000,-3.469715E+001,1.099588E+001,-2.122825E-001,-9.384712E-001,-2.076381E-001,-9.362022E-001,-3.499163E+001,3.090967E+000
50.0000,-3.442211E+001,1.098357E+001,-2.066877E-001,-1.129154E+000,-2.096762E-001,-1.130270E+000,-3.428762E+001,6.287989E+000
100.0000,-3.331944E+001,1.246626E+001,-2.229783E-001,-2.144918E+000,-2.199091E-001,-2.135252E+000,-3.348455E+001,5.152610E+000
150.0000,-3.245348E+001,1.947483E+001,-2.301600E-001,-3.155948E+000,-2.277299E-001,-3.158613E+000,-3.279007E+001,8.943526E+000
200.0000,-3.136797E+001,2.434113E+001,-2.400169E-001,-4.111781E+000,-2.379895E-001,-4.113241E+000,-3.210829E+001,1.159249E+001
250.0000,-3.047174E+001,2.783978E+001,-2.491551E-001,-5.075113E+000,-2.452110E-001,-5.071555E+000,-3.166159E+001,1.347439E+001
300.0000,-2.987248E+001,2.987993E+001,-2.530056E-001,-6.033224E+000,-2.495949E-001,-6.032976E+000,-3.135281E+001,1.482331E+001
350.0000,-2.938001E+001,3.006927E+001,-2.585199E-001,-6.977400E+000,-2.551588E-001,-6.978800E+000,-3.126662E+001,1.375694E+001
400.0000,-2.921159E+001,2.964373E+001,-2.627324E-001,-7.936037E+000,-2.599945E-001,-7.940154E+000,-3.132191E+001,1.206957E+001
450.0000,-2.891744E+001,2.912402E+001,-2.710910E-001,-8.868966E+000,-2.654976E-001,-8.875250E+000,-3.130485E+001,9.650438E+000
500.0000,-2.883576E+001,2.888769E+001,-2.732642E-001,-9.800451E+000,-2.706394E-001,-9.808125E+000,-3.147867E+001,7.975563E+000
550.0000,-2.856124E+001,2.950393E+001,-2.779948E-001,-1.074287E+001,-2.734482E-001,-1.073863E+001,-3.153751E+001,7.812063E+000
600.0000,-2.832223E+001,2.982547E+001,-2.811881E-001,-1.167260E+001,-2.767291E-001,-1.167761E+001,-3.165531E+001,7.287171E+000
650.0000,-2.814571E+001,2.993941E+001,-2.829947E-001,-1.260144E+001,-2.798544E-001,-1.260677E+001,-3.169548E+001,7.205989E+000
700.0000,-2.796485E+001,3.032543E+001,-2.842301E-001,-1.354108E+001,-2.806495E-001,-1.354320E+001,-3.189873E+001,8.349360E+000
750.0000,-2.778328E+001,3.041512E+001,-2.909191E-001,-1.446986E+001,-2.874943E-001,-1.447652E+001,-3.202812E+001,7.130896E+000
800.0000,-2.764883E+001,3.070707E+001,-2.923457E-001,-1.539929E+001,-2.890322E-001,-1.540497E+001,-3.221347E+001,8.190329E+000
850.0000,-2.757979E+001,3.058875E+001,-2.936112E-001,-1.632602E+001,-2.889068E-001,-1.633500E+001,-3.251621E+001,8.963169E+000
900.0000,-2.746299E+001,3.105296E+001,-2.976126E-001,-1.726814E+001,-2.934585E-001,-1.727254E+001,-3.268314E+001,9.219022E+000
