Hz,S11_A,S11_p,S21_A,S21_p,S12_A,S12_p,S22_A,S22_p
10000000,-0.48927173,-1.6208053,-57.506794,45.577847,-57.159164,8.4820871,-0.47457603,-1.3475342
20000000,-0.51187581,-2.3265793,-56.999237,8.2153072,-62.235497,-14.340426,-0.47712255,-1.9724182
30000000,-0.54603583,-3.3542526,-55.796139,-27.684019,-69.042564,-92.639359,-0.48078898,-2.9369469
40000000,-0.56277806,-4.3520203,-51.341373,-29.464983,-64.53595,-131.0831,-0.48724189,-3.9531004
50000000,-0.58229238,-5.2925811,-48.728848,-29.789186,-65.410385,158.80133,-0.49176764,-4.9657073
60000000,-0.59552866,-6.2267056,-46.13335,-33.010468,-61.452244,102.20785,-0.49414259,-5.9709783
70000000,-0.61697024,-7.1079216,-45.275311,-40.449387,-66.625801,11.077265,-0.49392855,-6.9610081
80000000,-0.62602389,-8.0509462,-43.633759,-41.536636,-65.591682,-124.56666,-0.49263936,-7.9711595
90000000,-0.63037366,-8.989049,-42.121075,-41.075417,-67.691399,107.14639,-0.49193364,-8.9842014
100000000,-0.63940263,-12.811673,-37.7323,-41.924091,-71.553764,-31.786594,-0.49241054,-13.014338
200000000,-0.6509133,-19.536383,-31.711617,-44.717152,-70.814606,-124.12321,-0.49662155,-20.050694
300000000,-0.66764235,-29.222797,-24.627668,-50.571346,-67.589584,172.53972,-0.50476956,-30.127077
400000000,-0.68673187,-39.054329,-19.49271,-59.316402,-61.599331,162.96579,-0.51674098,-40.21265
500000000,-0.73461473,-49.166122,-15.350744,-71.415054,-55.763714,149.19563,-0.53700066,-50.324162
600000000,-0.85868776,-58.695026,-12.954506,-84.808357,-52.192314,134.47481,-0.56087154,-60.398209
700000000,-0.94060194,-68.146767,-10.898747,-94.965248,-49.110432,122.0744,-0.58704102,-70.513062
800000000,-0.99969542,-77.430008,-9.2405758,-102.87585,-46.976116,111.45272,-0.61844182,-80.682953
900000000,-0.99897319,-87.373047,-6.7862101,-110.20706,-44.35025,103.82737,-0.66027135,-90.94091
1000000000,-1.0633146,-97.431938,-4.7393336,-120.95025,-41.959988,92.37632,-0.71389014,-101.22458
1100000000,-1.1546457,-107.53146,-2.960938,-132.23123,-40.006172,80.873955,-0.77672255,-111.51217
1200000000,-1.2707994,-117.71642,-1.355662,-143.83131,-38.198006,69.328239,-0.85443872,-121.85604
1300000000,-1.4162551,-128.05093,0.12421826,-155.77264,-36.59967,57.44495,-0.95044786,-132.23985
1400000000,-1.6073477,-138.58353,1.5202096,-168.18221,-35.083584,45.220879,-1.0720572,-142.67551
1500000000,-1.8720137,-149.37941,2.8632231,178.65697,-33.604282,32.00951,-1.2300396,-153.10838
1600000000,-2.2897112,-160.52394,4.1757574,164.06723,-32.177029,17.956533,-1.4487201,-163.45885
1700000000,-3.1042333,-171.63782,5.3942213,146.20337,-30.872431,0.71970022,-1.7647324,-173.24359
1800000000,-4.4790998,-176.55322,5.7771912,121.5871,-30.407993,-23.053919,-2.0334277,178.83313
1900000000,-4.6586528,-176.85361,3.2092686,103.13753,-32.730919,-40.721676,-1.9232488,170.8289
2000000000,-4.0288281,-179.14406,1.4331313,102.75321,-34.339893,-41.227753,-1.6568053,161.13113
2100000000,-2.714268,171.50653,1.0509889,111.14318,-34.641777,-32.950718,-1.4436873,149.0047
2200000000,-2.4483981,157.39981,3.7569811,114.87614,-32.016956,-29.509314,-1.6043047,136.53227
2300000000,-2.6051874,145.17477,5.7087612,103.96686,-30.093792,-39.603374,-1.8710972,124.93291
2400000000,-2.8665152,134.05399,6.9679241,91.644691,-28.836872,-51.237179,-2.1733122,113.74358
2500000000,-3.1747134,123.61369,7.9086084,79.267319,-27.889511,-62.777615,-2.4963629,102.74331
