Hz,S11_A,S11_p,S21_A,S21_p,S12_A,S12_p,S22_A,S22_p
10000000,-0.64583695,-1.7193195,-64.391533,-112.11957,-60.740437,-93.934151,-0.65413535,-1.3833288
20000000,-0.67078561,-2.437748,-64.109634,-92.44001,-63.178894,-129.74385,-0.65403551,-1.9840428
30000000,-0.70759326,-3.4898744,-62.801605,-69.389481,-66.008766,-136.07433,-0.65657836,-2.9349444
40000000,-0.75256562,-4.5917983,-57.913807,-48.211178,-60.256371,143.40163,-0.65093488,-3.926348
50000000,-0.78312236,-5.5548825,-55.30164,-45.584053,-58.971363,129.93765,-0.65386999,-4.9471903
60000000,-0.80573922,-6.4973154,-52.448109,-46.884087,-59.517639,131.40649,-0.65500349,-5.9674935
70000000,-0.8113535,-7.3223114,-48.121647,-22.286577,-66.974243,137.30043,-0.66410768,-6.9858313
80000000,-0.82007325,-8.2340164,-45.498398,-22.284739,-68.622002,90.148087,-0.66460609,-7.9972396
90000000,-0.82640064,-9.1427088,-43.530899,-22.058855,-68.203995,-28.706646,-0.66392195,-8.9945965
100000000,-0.83258015,-12.849194,-38.47728,-24.659933,-68.090355,-146.71156,-0.66373336,-12.986352
200000000,-0.8333993,-19.422216,-31.911673,-31.705444,-67.723701,152.91252,-0.6655131,-19.955952
300000000,-0.83111453,-28.928972,-24.31958,-42.092911,-65.949989,127.32441,-0.66964388,-29.931856
400000000,-0.82889891,-38.671345,-19.073086,-53.223854,-61.147888,153.25526,-0.67620695,-39.919933
500000000,-0.85001063,-48.770096,-14.888847,-66.174927,-56.579868,151.33264,-0.69127619,-49.939011
600000000,-0.99630898,-58.257442,-12.68069,-81.580208,-53.132252,134.8895,-0.70840847,-59.906376
700000000,-1.0726628,-67.708443,-10.650888,-92.112953,-50.359806,121.64649,-0.72752386,-69.940895
800000000,-1.1398402,-77.008347,-9.0148268,-100.82484,-47.970497,112.29105,-0.74949938,-80.032326
900000000,-1.104967,-87.072655,-6.3757329,-107.19395,-45.024975,106.27034,-0.78088802,-90.235001
1000000000,-1.1694642,-97.247467,-4.3043466,-118.34729,-42.565075,94.316277,-0.82436627,-100.46872
1100000000,-1.2628847,-107.4557,-2.5351324,-129.8951,-40.510174,82.864174,-0.87637597,-110.72043
1200000000,-1.3822676,-117.73159,-0.94685102,-141.67267,-38.660015,71.214584,-0.9430089,-121.03397
1300000000,-1.5292484,-128.14911,0.51216787,-153.71826,-37.082069,59.352253,-1.0258976,-131.38794
1400000000,-1.7214205,-138.77275,1.8814628,-166.14302,-35.65852,46.687103,-1.1311563,-141.79491
1500000000,-1.9802431,-149.65202,3.1907866,-179.18677,-34.288429,33.685257,-1.2699225,-152.20781
1600000000,-2.3731101,-160.91864,4.4724607,166.57491,-32.879894,19.955345,-1.4609003,-162.56459
1700000000,-3.1132712,-172.51082,5.7055526,149.54398,-31.562517,3.7706082,-1.7426558,-172.52592
1800000000,-4.6385217,-179.52762,6.3717246,126.04871,-30.830513,-19.017946,-2.0458217,179.15379
1900000000,-5.0267482,-178.685,3.9860165,102.44878,-33.015148,-40.86404,-1.9703982,171.41837
2000000000,-4.4688501,-179.97719,1.9783157,101.86414,-34.78878,-41.718388,-1.710381,162.03734
2100000000,-2.9972672,172.94157,1.2959399,109.56931,-35.298939,-34.064594,-1.4403595,150.41594
2200000000,-2.5389929,157.78856,3.8368211,118.48354,-32.806957,-26.386612,-1.5517915,137.82845
2300000000,-2.6890116,144.96817,6.0112429,107.24997,-30.731853,-36.718822,-1.8015327,126.29015
2400000000,-2.9565573,133.58209,7.3084626,94.693588,-29.441074,-48.526745,-2.0800023,115.2118
2500000000,-3.2675347,122.95663,8.2598467,82.281189,-28.4587,-59.968132,-2.374289,104.36186
2600000000,-3.6141703,112.83739,9.0299416,70.08976,-27.662422,-71.241936,-2.6942086,93.649422
2700000000,-3.9870412,103.04202,9.6809607,58.041706,-26.976873,-82.577995,-3.0372994,83.017822
2800000000,-4.3852596,93.578865,10.248146,46.106522,-26.395189,-93.838486,-3.4132388,72.441513
2900000000,-4.803257,84.392517,10.746014,34.229298,-25.862598,-105.02493,-3.8263545,61.90926
3000000000,-5.2481208,75.515511,11.185002,22.450211,-25.404364,-115.93775,-4.278759,51.454075
3100000000,-5.7161241,66.898941,11.571693,10.726313,-24.98588,-126.84666,-4.7652206,41.070503
3200000000,-6.205267,58.606003,11.910252,-0.9109596,-24.626869,-137.57814,-5.2912612,30.766451
3300000000,-6.7113261,50.685406,12.208609,-12.475816,-24.305244,-148.31839,-5.8549304,20.604807
3400000000,-7.2278013,43.15601,12.470141,-23.926933,-24.01906,-158.96477,-6.4650292,10.591905
3500000000,-7.7433758,35.999935,12.699457,-35.295494,-23.756689,-169.61481,-7.1046677,0.78133196
3600000000,-8.2518492,29.187799,12.897696,-46.563377,-23.514151,179.96021,-7.786839,-8.8738518
3700000000,-8.7521954,22.707457,13.067483,-57.745075,-23.317822,169.69072,-8.5045776,-18.276842
3800000000,-9.2293596,16.604151,13.21292,-68.802795,-23.132805,159.51686,-9.2688179,-27.442743
3900000000,-9.6796999,10.838138,13.335155,-79.753143,-22.998058,149.47711,-10.057875,-36.285915
4000000000,-10.091162,5.3519363,13.43639,-90.581024,-22.8811,139.4621,-10.879359,-44.836159
4100000000,-10.466417,-0.032135788,13.517938,-101.3089,-22.785772,129.64157,-11.719533,-53.014202
4200000000,-10.793472,-5.3657675,13.584081,-111.93382,-22.686853,119.87217,-12.578446,-60.844959
4300000000,-11.066311,-10.680931,13.636401,-122.4589,-22.60784,110.30048,-13.430687,-68.277763
4400000000,-11.295744,-16.052374,13.676898,-132.87856,-22.542389,100.79327,-14.300469,-75.339394
4500000000,-11.482449,-21.550484,13.707931,-143.19748,-22.489521,91.346367,-15.153819,-82.030312
4600000000,-11.643268,-27.229153,13.731369,-153.41168,-22.429628,82.042725,-15.981187,-88.382172
4700000000,-11.781312,-33.084564,13.747065,-163.53349,-22.382172,72.823563,-16.750551,-94.427902
4800000000,-11.903981,-39.158909,13.756375,-173.57288,-22.349945,63.696194,-17.477709,-100.16796
4900000000,-12.021511,-45.490284,13.760584,176.47046,-22.318087,54.685543,-18.165125,-105.85611
5000000000,-12.130888,-52.053749,13.761666,166.58376,-22.294329,45.731331,-18.788265,-111.34503
5100000000,-12.239223,-58.837955,13.758783,156.77226,-22.258949,36.819969,-19.33717,-116.9749
5200000000,-12.334417,-65.787628,13.75307,147.02101,-22.245811,27.875469,-19.808344,-122.49277
5300000000,-12.432899,-72.985611,13.744467,137.32893,-22.219847,19.094757,-20.206444,-128.21341
5400000000,-12.541446,-80.313782,13.732305,127.70451,-22.210852,10.391478,-20.546329,-133.71747
5500000000,-12.656968,-87.77166,13.718435,118.13152,-22.189819,1.8195328,-20.841204,-139.3358
5600000000,-12.774456,-95.307419,13.700178,108.62469,-22.177755,-6.7946,-21.076248,-145.17506
5700000000,-12.880625,-103.00452,13.683829,99.156242,-22.161232,-15.322377,-21.271563,-151.35786
5800000000,-13.000258,-110.80099,13.664132,89.734032,-22.157549,-23.871273,-21.416367,-157.81589
5900000000,-13.115848,-118.64048,13.645352,80.350563,-22.149696,-32.354069,-21.553314,-164.06627
6000000000,-13.236532,-126.54301,13.62388,71.0047,-22.151859,-40.847591,-21.608648,-170.56029
6100000000,-13.347095,-134.62,13.598736,61.686089,-22.148792,-49.344368,-21.633455,-177.02908
6200000000,-13.463058,-142.78197,13.571647,52.395027,-22.142387,-57.720932,-21.621756,176.22537
6300000000,-13.564893,-150.83295,13.5431,43.151642,-22.123131,-65.940231,-21.61957,169.78041
6400000000,-13.641847,-158.71104,13.517493,33.95911,-22.115665,-74.116707,-21.579557,163.32431
6500000000,-13.701307,-166.70114,13.490793,24.79425,-22.114275,-82.413872,-21.519182,156.94499
6600000000,-13.748864,-174.86404,13.464504,15.647378,-22.117731,-90.73748,-21.460205,150.29164
6700000000,-13.796687,176.89154,13.437035,6.5005035,-22.099388,-99.008598,-21.412474,143.5968
6800000000,-13.835595,168.81467,13.406955,-2.6239808,-22.099649,-107.25352,-21.385653,136.76004
6900000000,-13.871223,160.94774,13.372473,-11.719907,-22.112083,-115.50077,-21.37137,130.2654
7000000000,-13.878,153.08989,13.337594,-20.766226,-22.119028,-123.79108,-21.347754,123.95587
7100000000,-13.866441,145.24126,13.305464,-29.779539,-22.118198,-131.91634,-21.298862,117.96133
7200000000,-13.822896,137.42653,13.276073,-38.761326,-22.110777,-140.00546,-21.204077,111.70821
